intent_probability,intent_level,action,message,cost_eur,top_reasons,true_label,true_numeric
0.0207,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.991)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.999)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.291)""]",BROWSER,0
0.0035,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.633)"", ""'Month_May' decreased the purchase chance (SHAP = -2.052)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.642)""]",BROWSER,0
0.7681,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'ProductRelated' increased the purchase chance (SHAP = +1.255)"", ""'PageValues' decreased the purchase chance (SHAP = -1.235)"", ""'Month_May' increased the purchase chance (SHAP = +0.389)""]",BROWSER,0
0.0651,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.035)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.247)"", ""'Month_May' increased the purchase chance (SHAP = +0.242)""]",BROWSER,0
0.3619,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.674)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.366)"", ""'Month_May' increased the purchase chance (SHAP = +0.223)""]",BROWSER,0
0.1281,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.854)"", ""'Region_4' decreased the purchase chance (SHAP = -0.353)"", ""'Month_May' increased the purchase chance (SHAP = +0.306)""]",BROWSER,0
0.1023,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.719)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.496)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.381)""]",BROWSER,0
0.6695,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' decreased the purchase chance (SHAP = -0.965)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.836)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.336)""]",BROWSER,0
0.1733,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.738)"", ""'Month_May' increased the purchase chance (SHAP = +0.293)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.244)""]",BROWSER,0
0.002,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.885)"", ""'Month_May' decreased the purchase chance (SHAP = -2.227)"", ""'Browser_7' decreased the purchase chance (SHAP = -0.802)""]",BROWSER,0
0.3009,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.018)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.516)"", ""'VisitorType_Returning_Visitor' increased the purchase chance (SHAP = +0.209)""]",BROWSER,0
0.0283,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.796)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.549)"", ""'TrafficType_20' increased the purchase chance (SHAP = +0.492)""]",BROWSER,0
0.0582,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.144)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.270)"", ""'Month_May' increased the purchase chance (SHAP = +0.232)""]",BROWSER,0
0.4174,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.369)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.946)"", ""'Browser_7' decreased the purchase chance (SHAP = -0.616)""]",BROWSER,0
0.0059,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.783)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.850)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.239)""]",BROWSER,0
0.0153,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.925)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.614)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.247)""]",BROWSER,0
0.3817,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.341)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.590)"", ""'Month_May' increased the purchase chance (SHAP = +0.207)""]",BROWSER,0
0.9963,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.745)"", ""'Administrative_Duration' increased the purchase chance (SHAP = +0.428)"", ""'ExitRates' increased the purchase chance (SHAP = +0.423)""]",BUYER,1
0.0062,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.463)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.916)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.354)""]",BROWSER,0
0.3137,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.839)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.654)"", ""'Month_May' increased the purchase chance (SHAP = +0.197)""]",BROWSER,0
0.005,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.316)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.110)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.398)""]",BROWSER,0
0.2195,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' increased the purchase chance (SHAP = +1.535)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.288)"", ""'Administrative' decreased the purchase chance (SHAP = -0.604)""]",BROWSER,0
0.4683,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.428)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.750)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.414)""]",BROWSER,0
0.0384,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.557)"", ""'Region_5' decreased the purchase chance (SHAP = -0.960)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.348)""]",BROWSER,0
0.0034,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.806)"", ""'Month_May' decreased the purchase chance (SHAP = -2.371)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.217)""]",BROWSER,0
0.0066,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.543)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.083)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.314)""]",BROWSER,0
0.8427,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +0.969)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.743)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.651)""]",BROWSER,0
0.9214,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +3.590)"", ""'Month_Mar' decreased the purchase chance (SHAP = -0.770)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.183)""]",BUYER,1
0.8285,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.298)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.566)"", ""'Administrative' decreased the purchase chance (SHAP = -0.220)""]",BUYER,1
0.8894,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.721)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.688)"", ""'ProductRelated_Duration' decreased the purchase chance (SHAP = -0.198)""]",BROWSER,0
0.0039,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.585)"", ""'Month_May' decreased the purchase chance (SHAP = -2.510)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.298)""]",BROWSER,0
0.3143,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' increased the purchase chance (SHAP = +1.601)"", ""'Month_May' decreased the purchase chance (SHAP = -1.337)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.482)""]",BROWSER,0
0.1607,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.246)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.389)"", ""'Month_May' increased the purchase chance (SHAP = +0.309)""]",BROWSER,0
0.007,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.400)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.867)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.334)""]",BROWSER,0
0.0097,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_Mar' decreased the purchase chance (SHAP = -2.425)"", ""'PageValues' decreased the purchase chance (SHAP = -2.381)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.265)""]",BROWSER,0
0.0911,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.789)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.567)"", ""'Month_May' increased the purchase chance (SHAP = +0.225)""]",BROWSER,0
0.0812,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.940)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.298)"", ""'Month_May' increased the purchase chance (SHAP = +0.247)""]",BROWSER,0
0.1366,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.679)"", ""'VisitorType_Returning_Visitor' increased the purchase chance (SHAP = +0.280)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.262)""]",BROWSER,0
0.1106,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.947)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.335)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.286)""]",BROWSER,0
0.0054,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.834)"", ""'Month_May' decreased the purchase chance (SHAP = -2.394)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.308)""]",BROWSER,0
0.1457,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.853)"", ""'Month_May' increased the purchase chance (SHAP = +0.295)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.285)""]",BROWSER,0
0.0042,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.598)"", ""'PageValues' decreased the purchase chance (SHAP = -1.951)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.451)""]",BROWSER,0
0.0998,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.549)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.384)"", ""'Month_May' increased the purchase chance (SHAP = +0.277)""]",BROWSER,0
0.006,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.596)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.281)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.240)""]",BROWSER,0
0.0057,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.567)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.256)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.212)""]",BROWSER,0
0.0015,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.631)"", ""'Month_May' decreased the purchase chance (SHAP = -1.827)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.183)""]",BROWSER,0
0.0115,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.689)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.074)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.310)""]",BROWSER,0
0.2083,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.361)"", ""'Informational' decreased the purchase chance (SHAP = -0.462)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.422)""]",BUYER,1
0.3883,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.622)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.370)"", ""'Administrative' increased the purchase chance (SHAP = +0.247)""]",BROWSER,0
0.0047,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.588)"", ""'PageValues' decreased the purchase chance (SHAP = -2.098)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.505)""]",BROWSER,0
0.3908,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.392)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.786)"", ""'Browser_6' decreased the purchase chance (SHAP = -0.544)""]",BROWSER,0
0.9289,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.775)"", ""'Month_Mar' decreased the purchase chance (SHAP = -0.707)"", ""'Browser_4' increased the purchase chance (SHAP = +0.374)""]",BUYER,1
0.133,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.619)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.514)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.252)""]",BROWSER,0
0.8026,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.427)"", ""'Administrative' decreased the purchase chance (SHAP = -1.219)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.725)""]",BUYER,1
0.0237,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.143)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.709)"", ""'OperatingSystems_4' decreased the purchase chance (SHAP = -0.625)""]",BROWSER,0
